"","y","lot"
"1",306.441177159857,1
"2",834.679677463631,1
"3",356.750051083509,1
"4",1484.14953418175,1
"5",420.836112431777,1
"6",253.613407316152,1
"7",1798.63210667024,1
"8",496.45555432653,1
"9",209.118652332108,1
"10",952.589359906871,1
"11",1055.63247315412,1
"12",173.357168328948,1
"13",1583.58085054264,1
"14",745.251743319008,1
"15",701.833716656387,1
"16",1027.56829377648,1
"17",39.1341287763381,1
"18",2345.04491568691,1
"19",320.335875672754,1
"20",661.918298443729,1
"21",1821.79614350175,1
"22",417.344257177319,1
"23",1569.48707152257,1
"24",84.0529318084009,1
"25",1919.69155811853,1
"26",1931.36596736742,1
"27",143.696324084885,1
"28",156.228799149347,1
"29",3069.03136247085,1
"30",1746.99790931406,1
"31",421.358189779881,1
"32",122.424136937761,1
"33",16.9357802369632,1
"34",224.811536027119,1
"35",339.821853283705,1
"36",1101.38974812397,1
"37",780.204332862544,1
"38",653.943196367967,1
"39",280.599134333897,1
"40",1010.65077896745,1
"41",670.124191986892,1
"42",45.6936275637182,1
"43",2421.92924407459,1
"44",705.190496133204,1
"45",170.686557539739,1
"46",23.0205549742095,1
"47",197.830991004594,1
"48",2518.52972917661,1
"49",800.736065335135,1
"50",1096.12466414509,1
"51",35.630168901327,1
"52",104.810996621381,1
"53",88.426708127372,1
"54",185.797931568231,1
"55",146.015006990638,1
"56",113.725740113296,1
"57",1380.02577533113,1
"58",170.392609084956,1
"59",208.228642932083,1
"60",119.168162602792,1
"61",1126.21480804918,1
"62",843.387829335901,1
"63",527.041929047986,1
"64",311.482038348913,1
"65",460.124287579674,1
"66",519.239991146605,1
"67",70.6645961611773,1
"68",381.827934354078,1
"69",453.129155044352,1
"70",143.590574500262,1
"71",101.755918278565,1
"72",8.39955342235043,1
"73",1370.23407795565,1
"74",1194.83533311685,1
"75",227.630561799742,1
"76",253.520201319916,1
"77",87.7462129155262,1
"78",955.543076931994,1
"79",1543.38990144531,1
"80",5941.01171185708,1
"81",544.359615596477,1
"82",754.566155220877,1
"83",1257.3249360277,1
"84",998.13465758742,1
"85",1469.19026707398,1
"86",453.434470243819,1
"87",329.607575840782,1
"88",728.947931174636,1
"89",1126.14612114665,1
"90",716.207559637412,1
"91",1900.57428513332,2
"92",81.2418537214398,2
"93",1392.46105627767,2
"94",161.328875669278,2
"95",1595.69195328891,2
"96",730.947102080789,2
"97",3215.20275398802,2
"98",65.4547668110405,2
"99",3465.82445031502,2
"100",794.122956607748,2
"101",1667.84911405251,2
"102",867.454484345648,2
"103",2307.71867271962,2
"104",91.5283606271259,2
"105",344.5167522484,2
"106",29.1437771636993,2
"107",248.532893625088,2
"108",322.567318355598,2
"109",1955.37564272511,2
"110",244.986768963281,2
"111",339.151957037393,2
"112",746.954367713328,2
"113",275.931295496254,2
"114",385.824907559436,2
"115",602.460488586507,2
"116",944.094082031656,2
"117",388.398108736146,2
"118",326.787230841833,2
"119",16.7965255689463,2
"120",64.7916111629456,2
"121",782.456948685717,2
"122",369.427792495117,2
"123",553.305956776723,2
"124",717.014537953423,2
"125",853.288659033524,2
"126",120.166744937573,2
"127",160.13714914443,2
"128",1484.38287062323,2
"129",569.587872445118,2
"130",563.261010973926,2
"131",274.274729245405,2
"132",272.617035603616,2
"133",20.6228481027717,2
"134",3268.54959067523,2
"135",215.557689906564,2
"136",479.756714181238,2
"137",346.004027582239,2
"138",1784.07338717835,2
"139",987.847624074925,2
"140",8724.09774158857,2
"141",674.961877952565,2
"142",1292.17085944066,2
"143",480.16063333489,2
"144",448.728945688345,2
"145",691.94988585848,2
"146",618.917522882111,2
"147",89.2258262280078,2
"148",1851.46782651223,2
"149",1137.49160574123,2
"150",400.041191559285,2
"151",303.930491641272,2
"152",382.873489847407,2
"153",605.777939327527,2
"154",700.644505424713,2
"155",265.907674154732,2
"156",3765.39920469875,2
"157",996.74617288008,2
"158",1842.53184065833,2
"159",99.6152141364291,2
"160",1820.93504929594,2
"161",1119.2278626452,2
"162",2300.12827300585,2
"163",1223.43011499222,2
"164",653.951150442731,2
"165",359.383667586371,2
"166",147.146968764719,2
"167",1404.43514861777,2
"168",436.485825746993,2
"169",1117.39819732879,2
"170",1015.35831562549,2
"171",2042.62932331665,2
"172",1543.91627797536,2
"173",490.5300424085,2
"174",300.162757246289,2
"175",299.853195975407,2
"176",249.704044883626,2
"177",508.313480496872,2
"178",2519.09701109382,2
