"","y","x_meas"
"1",-2.26060545104177,-3.84111625821672
"2",20.4332302135198,8.76037357663583
"3",11.1282616473689,10.6317725875966
"4",-1.57943369236136,-9.75008641859054
"5",9.50431055387084,-5.3838094047003
"6",15.3309077861432,-2.74044636383827
"7",1.21181478210935,-4.60170708353627
"8",-4.91387912828076,-0.543292899680637
"9",14.159078220119,-2.01732064752506
"10",32.2037267097235,10.3998269580691
"11",5.93871766780614,-3.82295828224987
"12",-2.80175568803117,-2.08130412052594
"13",18.3262842740878,6.68574813122112
"14",-4.1256890074644,2.29738950745131
"15",18.1190822192607,7.35707554336595
"16",3.96627344468487,-9.24249065771289
"17",9.04704630597829,-7.13666526574163
"18",2.75386170467839,-8.5503799562135
"19",3.18592029269706,-4.32118124550218
"20",-8.81430346582081,-8.88511933906402
"21",-6.33003694940513,3.61963581162286
"22",18.1247415164886,3.86178945159525
"23",5.16901184945382,-3.66057328443446
"24",9.73963952021336,-0.356969092242379
"25",-1.31669340371789,4.8611959625483
"26",-29.7923250459488,-7.1030433448844
"27",2.72577488690581,-1.05933697115659
"28",12.1025417642257,-1.70413829845773
"29",-7.42090641639229,-1.09898086749362
"30",28.6614214380522,8.03514111041899
