"","y"
"1",0.382534837605113
"2",0.447802979462943
"3",0.444066106989228
"4",0.286915358739351
"5",0.418205722405802
"6",0.402549111480005
"7",0.36187463817497
"8",0.462262544078337
"9",0.298910393068631
"10",0.512328728697517
"11",0.366396126990784
"12",0.264869098345304
"13",0.473090310473484
"14",0.492460921086383
"15",0.415311025834785
"16",0.440098575884114
"17",0.228340763939232
"18",0.248494669973829
"19",0.273342844075053
"20",0.212199905649345
"21",0.277001656353899
"22",0.406161469348703
"23",0.369189720945899
"24",0.142716643604431
"25",0.444385274835808
"26",0.28420098239872
"27",0.38386688807925
"28",0.399331095539078
"29",0.319482429740891
"30",0.43202510400418
"31",0.308849803208281
"32",0.451582396783047
"33",0.216741095053016
"34",0.312293941105906
"35",0.384916500398538
"36",0.262673492824275
"37",0.347910710484434
"38",0.367404311242119
"39",0.399205626782682
"40",0.413855967688874
"41",0.400789158244014
"42",0.411018386787999
"43",0.333538965593573
"44",0.544049227351065
"45",0.28202341307874
"46",0.325374885673175
"47",0.438271578523286
"48",0.48746816730692
"49",0.48981110382261
"50",0.453307205416095
"51",0.544404104903183
"52",0.328877671862297
"53",0.269731148859263
"54",0.382396680906497
"55",0.356431164080802
"56",0.557878637343929
"57",0.419709208233916
"58",0.258854602996344
"59",0.335544380397397
"60",0.317051007180731
"61",0.339328174095311
"62",0.465217902532261
"63",0.371516254178992
"64",0.341406705190986
"65",0.375461538492184
"66",0.275487762373274
"67",0.394276441163117
"68",0.407774829567862
"69",0.361197936967155
"70",0.256537664443944
"71",0.235312005903005
"72",0.352651239150547
"73",0.316729642978595
"74",0.412281060464046
"75",0.323261826008008
"76",0.395985760248849
"77",0.392260678954253
"78",0.385701948076884
"79",0.596385131518697
"80",0.386809990417471
"81",0.422494765209076
"82",0.312429092995465
"83",0.528322036379029
"84",0.449587970787933
"85",0.359171349190041
"86",0.522621644995632
"87",0.418405637583313
"88",0.16273960041709
"89",0.391555055990902
"90",0.446234340964791
